accession	locus	organism	mol_type	strain	country	location	continent	collection_date.y	collection_date.m	collection_date.d	host	isolation_source	isolate	length	N	M	F	HN	L	NP	P	D
AB623539.1	AB623539	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2006/1188	Japan	Yamagata	Asia	2006	5	9	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623540.1	AB623540	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2006/1196	Japan	Yamagata	Asia	2006	5	11	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623541.1	AB623541	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2006/1402	Japan	Yamagata	Asia	2006	5	24	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623542.1	AB623542	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2006/1427	Japan	Yamagata	Asia	2006	5	26	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623543.1	AB623543	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2006/1434	Japan	Yamagata	Asia	2006	5	29	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623544.1	AB623544	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2006/1439	Japan	Yamagata	Asia	2006	5	31	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623545.1	AB623545	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2006/1463	Japan	Yamagata	Asia	2006	5	31	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623546.1	AB623546	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2006/1485	Japan	Yamagata	Asia	2006	6	6	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623547.1	AB623547	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2006/1518	Japan	Yamagata	Asia	2006	6	7	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623548.1	AB623548	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2006/1522	Japan	Yamagata	Asia	2006	6	7	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623549.1	AB623549	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2006/1597	Japan	Yamagata	Asia	2006	6	14	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623550.1	AB623550	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2006/1600	Japan	Yamagata	Asia	2006	6	14	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623551.1	AB623551	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2006/1607	Japan	Yamagata	Asia	2006	6	15	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623552.1	AB623552	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2006/1663	Japan	Yamagata	Asia	2006	6	21	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623553.1	AB623553	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2006/1929	Japan	Yamagata	Asia	2006	7	26	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623554.1	AB623554	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2006/1950	Japan	Yamagata	Asia	2006	7	24	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623555.1	AB623555	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1187	Japan	Yamagata	Asia	2007	5	29	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623556.1	AB623556	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1245	Japan	Yamagata	Asia	2007	6	4	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623557.1	AB623557	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1250	Japan	Yamagata	Asia	2007	6	5	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623558.1	AB623558	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1284	Japan	Yamagata	Asia	2007	6	12	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623559.1	AB623559	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1289	Japan	Yamagata	Asia	2007	6	13	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623560.1	AB623560	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1314	Japan	Yamagata	Asia	2007	6	13	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623561.1	AB623561	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1350	Japan	Yamagata	Asia	2007	6	18	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623562.1	AB623562	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1365	Japan	Yamagata	Asia	2007	6	18	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623563.1	AB623563	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1378	Japan	Yamagata	Asia	2007	6	20	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623564.1	AB623564	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1386	Japan	Yamagata	Asia	2007	6	21	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623565.1	AB623565	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1411	Japan	Yamagata	Asia	2007	6	25	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623566.1	AB623566	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1418	Japan	Yamagata	Asia	2007	6	27	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623567.1	AB623567	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1419	Japan	Yamagata	Asia	2007	6	27	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623568.1	AB623568	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1458	Japan	Yamagata	Asia	2007	6	30	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623569.1	AB623569	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1471	Japan	Yamagata	Asia	2007	7	4	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623570.1	AB623570	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1478	Japan	Yamagata	Asia	2007	7	5	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623571.1	AB623571	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1492	Japan	Yamagata	Asia	2007	7	7	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623572.1	AB623572	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1493	Japan	Yamagata	Asia	2007	7	9	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623573.1	AB623573	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1510	Japan	Yamagata	Asia	2007	7	9	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623574.1	AB623574	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1515	Japan	Yamagata	Asia	2007	7	9	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623575.1	AB623575	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1525	Japan	Yamagata	Asia	2007	7	11	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623576.1	AB623576	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1529	Japan	Yamagata	Asia	2007	7	11	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623577.1	AB623577	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1559	Japan	Yamagata	Asia	2007	7	13	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623578.1	AB623578	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1575	Japan	Yamagata	Asia	2007	7	13	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623579.1	AB623579	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1578	Japan	Yamagata	Asia	2007	7	13	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623580.1	AB623580	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1584	Japan	Yamagata	Asia	2007	7	17	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623581.1	AB623581	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1585	Japan	Yamagata	Asia	2007	7	17	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623582.1	AB623582	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1591	Japan	Yamagata	Asia	2007	7	19	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623583.1	AB623583	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1602	Japan	Yamagata	Asia	2007	7	25	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623584.1	AB623584	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1626	Japan	Yamagata	Asia	2007	7	25	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623585.1	AB623585	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1639	Japan	Yamagata	Asia	2007	7	31	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623586.1	AB623586	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2007/1740	Japan	Yamagata	Asia	2007	8	18	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623587.1	AB623587	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/799	Japan	Yamagata	Asia	2008	4	23	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623588.1	AB623588	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/884	Japan	Yamagata	Asia	2008	4	30	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623589.1	AB623589	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1083	Japan	Yamagata	Asia	2008	5	26	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623590.1	AB623590	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1087	Japan	Yamagata	Asia	2008	5	26	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623591.1	AB623591	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1172	Japan	Yamagata	Asia	2008	6	10	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623592.1	AB623592	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1176	Japan	Yamagata	Asia	2008	6	11	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623593.1	AB623593	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1194	Japan	Yamagata	Asia	2008	6	9	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623594.1	AB623594	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1203	Japan	Yamagata	Asia	2008	6	11	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623595.1	AB623595	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1204	Japan	Yamagata	Asia	2008	6	11	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623596.1	AB623596	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1223	Japan	Yamagata	Asia	2008	6	18	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623597.1	AB623597	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1231	Japan	Yamagata	Asia	2008	6	12	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623598.1	AB623598	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1232	Japan	Yamagata	Asia	2008	6	13	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623599.1	AB623599	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1233	Japan	Yamagata	Asia	2008	6	13	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623600.1	AB623600	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1236	Japan	Yamagata	Asia	2008	6	13	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623601.1	AB623601	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1237	Japan	Yamagata	Asia	2008	6	14	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623602.1	AB623602	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1271	Japan	Yamagata	Asia	2008	6	25	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623603.1	AB623603	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1300	Japan	Yamagata	Asia	2008	6	26	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623604.1	AB623604	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1319	Japan	Yamagata	Asia	2008	7	2	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623605.1	AB623605	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1336	Japan	Yamagata	Asia	2008	6	27	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623606.1	AB623606	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1340	Japan	Yamagata	Asia	2008	6	30	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623607.1	AB623607	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1342	Japan	Yamagata	Asia	2008	6	30	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623608.1	AB623608	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1345	Japan	Yamagata	Asia	2008	7	1	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623609.1	AB623609	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1349	Japan	Yamagata	Asia	2008	7	2	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623610.1	AB623610	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1353	Japan	Yamagata	Asia	2008	7	3	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623611.1	AB623611	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1425	Japan	Yamagata	Asia	2008	7	9	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623612.1	AB623612	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1461	Japan	Yamagata	Asia	2008	7	14	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623613.1	AB623613	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1462	Japan	Yamagata	Asia	2008	7	16	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623614.1	AB623614	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1498	Japan	Yamagata	Asia	2008	7	19	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623615.1	AB623615	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1543	Japan	Yamagata	Asia	2008	7	30	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623616.1	AB623616	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1575	Japan	Yamagata	Asia	2008	8	4	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623617.1	AB623617	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1597	Japan	Yamagata	Asia	2008	8	4	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623618.1	AB623618	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1620	Japan	Yamagata	Asia	2008	8	9	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623619.1	AB623619	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1623	Japan	Yamagata	Asia	2008	8	11	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623620.1	AB623620	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1627	Japan	Yamagata	Asia	2008	8	12	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623621.1	AB623621	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1628	Japan	Yamagata	Asia	2008	8	12	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623622.1	AB623622	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1646	Japan	Yamagata	Asia	2008	8	18	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623623.1	AB623623	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1648	Japan	Yamagata	Asia	2008	8	18	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623624.1	AB623624	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1660	Japan	Yamagata	Asia	2008	8	16	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623625.1	AB623625	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1772	Japan	Yamagata	Asia	2008	9	12	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623626.1	AB623626	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2008/1780	Japan	Yamagata	Asia	2008	9	18	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623627.1	AB623627	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/980	Japan	Yamagata	Asia	2009	4	7	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623628.1	AB623628	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/982	Japan	Yamagata	Asia	2009	4	8	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623629.1	AB623629	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/988	Japan	Yamagata	Asia	2009	4	9	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623630.1	AB623630	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1016	Japan	Yamagata	Asia	2009	4	10	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623631.1	AB623631	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1019	Japan	Yamagata	Asia	2009	4	11	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623632.1	AB623632	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1023	Japan	Yamagata	Asia	2009	4	12	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623633.1	AB623633	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1028	Japan	Yamagata	Asia	2009	4	13	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623634.1	AB623634	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1033	Japan	Yamagata	Asia	2009	4	13	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623635.1	AB623635	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1035	Japan	Yamagata	Asia	2009	4	14	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623636.1	AB623636	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1100	Japan	Yamagata	Asia	2009	4	22	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623637.1	AB623637	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1139	Japan	Yamagata	Asia	2009	4	30	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623638.1	AB623638	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1154	Japan	Yamagata	Asia	2009	5	1	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623639.1	AB623639	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1177	Japan	Yamagata	Asia	2009	5	13	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623640.1	AB623640	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1224	Japan	Yamagata	Asia	2009	5	20	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623641.1	AB623641	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1228	Japan	Yamagata	Asia	2009	5	16	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623642.1	AB623642	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1235	Japan	Yamagata	Asia	2009	5	19	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623643.1	AB623643	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1239	Japan	Yamagata	Asia	2009	5	14	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623644.1	AB623644	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1244	Japan	Yamagata	Asia	2009	5	15	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623645.1	AB623645	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1245	Japan	Yamagata	Asia	2009	5	16	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623646.1	AB623646	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1248	Japan	Yamagata	Asia	2009	5	18	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623647.1	AB623647	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1249	Japan	Yamagata	Asia	2009	5	18	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623648.1	AB623648	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1252	Japan	Yamagata	Asia	2009	5	20	Homo sapiens	nasal mucus from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623649.1	AB623649	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1253	Japan	Yamagata	Asia	2009	5	20	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623650.1	AB623650	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1254	Japan	Yamagata	Asia	2009	5	21	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623651.1	AB623651	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1280	Japan	Yamagata	Asia	2009	5	22	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623652.1	AB623652	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1284	Japan	Yamagata	Asia	2009	5	26	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623653.1	AB623653	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1285	Japan	Yamagata	Asia	2009	5	26	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
AB623654.1	AB623654	Human respirovirus 3	viral cRNA	HPIVi/Yamagata/2009/1286	Japan	Yamagata	Asia	2009	5	26	Homo sapiens	throat swab from child with acute	NA	1352	0	0	0	78.65037813	0	0	0	0
